aggiornamento,numero_casi,nome_regione,lng,lat
2020-02-24 12:00:00,167, Lombardia,9.227828979492188,45.57463894211682
2020-02-24 12:00:00,27, Veneto,11.854319842000052,45.65492501300008
2020-02-24 12:00:00,18, Emilia-Romagna,11.039213647000055,44.52591084900007
2020-02-24 12:00:00,4, Piemonte,7.92049247500006,45.057301080000066
2020-02-24 12:00:00,3, Lazio,12.772626321000075,41.975681889000036
2020-02-24 18:00:00,167, Lombardia,9.227828979492188,45.57463894211682
2020-02-24 18:00:00,32, Veneto,11.854319842000052,45.65492501300008
2020-02-24 18:00:00,18, Emilia-Romagna,11.039213647000055,44.52591084900007
2020-02-24 18:00:00,3, Piemonte,7.92049247500006,45.057301080000066
2020-02-24 18:00:00,3, Lazio,12.772626321000075,41.975681889000036
2020-02-25 12:00:00,212, Lombardia,9.227828979492188,45.57463894211682
2020-02-25 12:00:00,38, Veneto,11.854319842000052,45.65492501300008
2020-02-25 12:00:00,23, Emilia-Romagna,11.039213647000055,44.52591084900007
2020-02-25 12:00:00,3, Piemonte,7.92049247500006,45.057301080000066
2020-02-25 12:00:00,3, Lazio,12.772626321000075,41.975681889000036
2020-02-25 12:00:00,2, Toscana,11.126187689000062,43.45082948600003
2020-02-25 12:00:00,1, Sicilia,14.000000000000055,37.500000000000064
2020-02-25 12:00:00,1, Provincia autonoma di Bolzano,11.37359619140625,46.538082005463075
2020-02-25 18:00:00,240, Lombardia,9.227828979492188,45.57463894211682
2020-02-25 18:00:00,43, Veneto,11.854319842000052,45.65492501300008
2020-02-25 18:00:00,26, Emilia-Romagna,11.039213647000055,44.52591084900007
2020-02-25 18:00:00,3, Piemonte,7.92049247500006,45.057301080000066
2020-02-25 18:00:00,3, Lazio,12.772626321000075,41.975681889000036
2020-02-25 18:00:00,2, Toscana,11.126187689000062,43.45082948600003
2020-02-25 18:00:00,2, Sicilia,14.000000000000055,37.500000000000064
2020-02-25 18:00:00,1, Liguria,9.427370000000053,44.415350258000046
2020-02-25 18:00:00,1, Provincia autonoma di Bolzano,11.37359619140625,46.538082005463075
2020-02-26 12:00:00,258, Lombardia,9.227828979492188,45.57463894211682
2020-02-26 12:00:00,71, Veneto,11.854319842000052,45.65492501300008
2020-02-26 12:00:00,30, Emilia-Romagna,11.039213647000055,44.52591084900007
2020-02-26 12:00:00,3, Piemonte,7.92049247500006,45.057301080000066
2020-02-26 12:00:00,3, Lazio,12.772626321000075,41.975681889000036
2020-02-26 12:00:00,2, Toscana,11.126187689000062,43.45082948600003
2020-02-26 12:00:00,3, Sicilia,14.000000000000055,37.500000000000064
2020-02-26 12:00:00,2, Liguria,9.427370000000053,44.415350258000046
2020-02-26 12:00:00,1, Provincia autonoma di Bolzano,11.37359619140625,46.538082005463075
2020-02-26 12:00:00,1, Marche,13.137824067000055,43.34820017700007
2020-02-26 18:00:00,258, Lombardia,9.227828979492188,45.57463894211682
2020-02-26 18:00:00,71, Veneto,11.854319842000052,45.65492501300008
2020-02-26 18:00:00,47, Emilia-Romagna,11.039213647000055,44.52591084900007
2020-02-26 18:00:00,3, Piemonte,7.92049247500006,45.057301080000066
2020-02-26 18:00:00,3, Lazio,12.772626321000075,41.975681889000036
2020-02-26 18:00:00,2, Toscana,11.126187689000062,43.45082948600003
2020-02-26 18:00:00,3, Sicilia,14.000000000000055,37.500000000000064
2020-02-26 18:00:00,11, Liguria,9.427370000000053,44.415350258000046
2020-02-26 18:00:00,1, Provincia autonoma di Bolzano,11.37359619140625,46.538082005463075
2020-02-26 18:00:00,1, Marche,13.137824067000055,43.34820017700007
2020-02-27 12:00:00,305, Lombardia,9.227828979492188,45.57463894211682
2020-02-27 12:00:00,98, Veneto,11.854319842000052,45.65492501300008
2020-02-27 12:00:00,97, Emilia-Romagna,11.039213647000055,44.52591084900007
2020-02-27 12:00:00,2, Piemonte,7.92049247500006,45.057301080000066
2020-02-27 12:00:00,3, Lazio,12.772626321000075,41.975681889000036
2020-02-27 12:00:00,2, Toscana,11.126187689000062,43.45082948600003
2020-02-27 12:00:00,3, Sicilia,14.000000000000055,37.500000000000064
2020-02-27 12:00:00,11, Liguria,9.427370000000053,44.415350258000046
2020-02-27 12:00:00,1, Provincia autonoma di Bolzano,11.37359619140625,46.538082005463075
2020-02-27 12:00:00,3, Marche,13.137824067000055,43.34820017700007
2020-02-27 12:00:00,2, Campania,14.840115810000045,40.85973483500004
2020-02-27 12:00:00,1, Abruzzo,13.855048784000076,42.227555685000034
2020-02-27 18:00:00,403, Lombardia,9.227828979492188,45.57463894211682
2020-02-27 18:00:00,111, Veneto,11.854319842000052,45.65492501300008
2020-02-27 18:00:00,97, Emilia-Romagna,11.039213647000055,44.52591084900007
2020-02-27 18:00:00,2, Piemonte,7.92049247500006,45.057301080000066
2020-02-27 18:00:00,3, Lazio,12.772626321000075,41.975681889000036
2020-02-27 18:00:00,2, Toscana,11.126187689000062,43.45082948600003
2020-02-27 18:00:00,4, Sicilia,14.000000000000055,37.500000000000064
2020-02-27 18:00:00,19, Liguria,9.427370000000053,44.415350258000046
2020-02-27 18:00:00,1, Provincia autonoma di Bolzano,11.37359619140625,46.538082005463075
2020-02-27 18:00:00,3, Marche,13.137824067000055,43.34820017700007
2020-02-27 18:00:00,3, Campania,14.840115810000045,40.85973483500004
2020-02-27 18:00:00,1, Abruzzo,13.855048784000076,42.227555685000034
2020-02-27 18:00:00,1, Puglia,16.618785484000057,40.98504106300004
2020-02-28 18:00:00,531, Lombardia,9.227828979492188,45.57463894211682
2020-02-28 18:00:00,151, Veneto,11.854319842000052,45.65492501300008
2020-02-28 18:00:00,145, Emilia-Romagna,11.039213647000055,44.52591084900007
2020-02-28 18:00:00,11, Piemonte,7.92049247500006,45.057301080000066
2020-02-28 18:00:00,3, Lazio,12.772626321000075,41.975681889000036
2020-02-28 18:00:00,8, Toscana,11.126187689000062,43.45082948600003
2020-02-28 18:00:00,4, Sicilia,14.000000000000055,37.500000000000064
2020-02-28 18:00:00,19, Liguria,9.427370000000053,44.415350258000046
2020-02-28 18:00:00,1, Provincia autonoma di Bolzano,11.37359619140625,46.538082005463075
2020-02-28 18:00:00,6, Marche,13.137824067000055,43.34820017700007
2020-02-28 18:00:00,4, Campania,14.840115810000045,40.85973483500004
2020-02-28 18:00:00,1, Abruzzo,13.855048784000076,42.227555685000034
2020-02-28 18:00:00,3, Puglia,16.618785484000057,40.98504106300004
2020-02-28 18:00:00,1, Calabria,16.446533203125,38.976492485539396
2020-02-29 18:00:00,615, Lombardia,9.227828979492188,45.57463894211682
2020-02-29 18:00:00,217, Veneto,11.854319842000052,45.65492501300008
2020-02-29 18:00:00,191, Emilia-Romagna,11.039213647000055,44.52591084900007
2020-02-29 18:00:00,11, Piemonte,7.92049247500006,45.057301080000066
2020-02-29 18:00:00,6, Lazio,12.772626321000075,41.975681889000036
2020-02-29 18:00:00,11, Toscana,11.126187689000062,43.45082948600003
2020-02-29 18:00:00,4, Sicilia,14.000000000000055,37.500000000000064
2020-02-29 18:00:00,42, Liguria,9.427370000000053,44.415350258000046
2020-02-29 18:00:00,1, Provincia autonoma di Bolzano,11.37359619140625,46.538082005463075
2020-02-29 18:00:00,11, Marche,13.137824067000055,43.34820017700007
2020-02-29 18:00:00,13, Campania,14.840115810000045,40.85973483500004
2020-02-29 18:00:00,2, Abruzzo,13.855048784000076,42.227555685000034
2020-02-29 18:00:00,3, Puglia,16.618785484000057,40.98504106300004
2020-02-29 18:00:00,1, Calabria,16.446533203125,38.976492485539396
2020-03-01 18:00:00,984, Lombardia,9.227828979492188,45.57463894211682
2020-03-01 18:00:00,285, Emilia-Romagna,11.039213647000055,44.52591084900007
2020-03-01 18:00:00,263, Veneto,11.854319842000052,45.65492501300008
2020-03-01 18:00:00,49, Piemonte,7.92049247500006,45.057301080000066
2020-03-01 18:00:00,25, Marche,13.137824067000055,43.34820017700007
2020-03-01 18:00:00,25, Liguria,9.427370000000053,44.415350258000046
2020-03-01 18:00:00,17, Campania,14.840115810000045,40.85973483500004
2020-03-01 18:00:00,13, Toscana,11.126187689000062,43.45082948600003
2020-03-01 18:00:00,9, Sicilia,14.000000000000055,37.500000000000064
2020-03-01 18:00:00,6, Lazio,12.772626321000075,41.975681889000036
2020-03-01 18:00:00,6, Friuli Venezia Giulia,12.559454800000001,46.1129993
2020-03-01 18:00:00,5, Abruzzo,13.855048784000076,42.227555685000034
2020-03-01 18:00:00,3, Puglia,16.618785484000057,40.98504106300004
2020-03-01 18:00:00,2, Umbria,12.436523437499998,43.13306116240612
2020-03-01 18:00:00,1, Calabria,16.446533203125,38.976492485539396
2020-03-01 18:00:00,1, Provincia autonoma di Bolzano,11.37359619140625,46.538082005463075
2020-03-02 18:00:00,1254, Lombardia,9.227828979492188,45.57463894211682
2020-03-02 18:00:00,335, Emilia-Romagna,11.039213647000055,44.52591084900007
2020-03-02 18:00:00,273, Veneto,11.854319842000052,45.65492501300008
2020-03-02 18:00:00,51, Piemonte,7.92049247500006,45.057301080000066
2020-03-02 18:00:00,35, Marche,13.137824067000055,43.34820017700007
2020-03-02 18:00:00,22, Liguria,9.427370000000053,44.415350258000046
2020-03-02 18:00:00,17, Campania,14.840115810000045,40.85973483500004
2020-03-02 18:00:00,13, Toscana,11.126187689000062,43.45082948600003
2020-03-02 18:00:00,9, Friuli Venezia Giulia,12.559454800000001,46.1129993
2020-03-02 18:00:00,7, Lazio,12.772626321000075,41.975681889000036
2020-03-02 18:00:00,7, Sicilia,14.000000000000055,37.500000000000064
2020-03-02 18:00:00,5, Abruzzo,13.855048784000076,42.227555685000034
2020-03-02 18:00:00,4, Puglia,16.618785484000057,40.98504106300004
2020-03-02 18:00:00,2, Umbria,12.436523437499998,43.13306116240612
2020-03-02 18:00:00,1, Calabria,16.446533203125,38.976492485539396
2020-03-02 18:00:00,1, Provincia autonoma di Bolzano,11.37359619140625,46.538082005463075
2020-03-03 18:00:00,1520, Lombardia,9.227828979492188,45.57463894211682
2020-03-03 18:00:00,420, Emilia-Romagna,11.039213647000054,44.52591084900007
2020-03-03 18:00:00,307, Veneto,11.854319842000052,45.65492501300008
2020-03-03 18:00:00,56, Piemonte,7.92049247500006,45.05730108000006
2020-03-03 18:00:00,61, Marche,13.137824067000054,43.34820017700008
2020-03-03 18:00:00,30, Campania,14.840115810000043,40.85973483500004
2020-03-03 18:00:00,24, Liguria,9.427370000000053,44.415350258000046
2020-03-03 18:00:00,19, Toscana,11.126187689000062,43.45082948600003
2020-03-03 18:00:00,14, Lazio,12.772626321000075,41.97568188900004
2020-03-03 18:00:00,13, Friuli Venezia Giulia,12.5594548,46.1129993
2020-03-03 18:00:00,8, Umbria,12.436523437499998,43.13306116240612
2020-03-03 18:00:00,7, Sicilia,14.000000000000057,37.50000000000006
2020-03-03 18:00:00,6, Abruzzo,13.855048784000076,42.22755568500003
2020-03-03 18:00:00,6, Puglia,16.618785484000057,40.98504106300004
2020-03-03 18:00:00,4, Provincia autonoma di Trento,10.6469911,46.1015475
2020-03-03 18:00:00,3, Molise,14.6337890625,41.6154423246811
2020-03-03 18:00:00,1, Basilicata,16.083984375,40.51379915504413
2020-03-03 18:00:00,1, Calabria,16.446533203125,38.976492485539396
2020-03-03 18:00:00,1, Provincia autonoma di Bolzano,11.37359619140625,46.538082005463075
2020-03-03 18:00:00,1, Sardegna,9.0128926,40.1208752
